route_id,region,itinerary_names,num_activities,total_distance_m,total_duration_sec,total_walk_distance_m,total_transfers,walk_ratio
1,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을,3,5299,1418,0,11,0.0
2,서울 종로구,경복궁 -> 창덕궁 -> 창경궁,3,4773,1268,0,10,0.0
3,서울 종로구,경복궁 -> 창덕궁 -> 광화문,3,3713,1014,0,6,0.0
4,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장,3,3925,1207,0,7,0.0
5,서울 종로구,경복궁 -> 창덕궁 -> 청계천,3,4438,1503,0,8,0.0
6,서울 종로구,경복궁 -> 창덕궁 -> 종묘,3,3827,1091,0,8,0.0
7,서울 종로구,경복궁 -> 창덕궁 -> 청와대 사랑채,3,4547,1247,0,10,0.0
8,서울 종로구,경복궁 -> 창덕궁 -> 쌈지길,3,3656,1127,0,7,0.0
9,서울 종로구,경복궁 -> 창덕궁 -> 흥인지문,3,5483,1393,0,8,0.0
10,서울 종로구,경복궁 -> 창덕궁 -> 인왕산,3,7823,1631,0,8,0.0
11,서울 종로구,경복궁 -> 창덕궁 -> 익선동한옥거리,3,3365,1065,0,9,0.0
12,서울 종로구,경복궁 -> 창덕궁 -> 북악스카이웨이,3,8215,1754,0,11,0.0
13,서울 종로구,경복궁 -> 창덕궁 -> 석파정,3,7192,1736,0,13,0.0
14,서울 종로구,경복궁 -> 창덕궁 -> 경희궁,3,5063,1485,0,9,0.0
15,서울 종로구,경복궁 -> 창덕궁 -> 인사동 문화의거리,3,3145,1010,0,8,0.0
16,서울 종로구,경복궁 -> 창덕궁 -> 북한산둘레길 6구간평창마을길,3,9523,1870,0,10,0.0
17,서울 종로구,경복궁 -> 창덕궁 -> 창덕궁 후원,3,4773,1267,0,10,0.0
18,서울 종로구,경복궁 -> 창덕궁 -> 서촌한옥마을,3,4460,1176,0,9,0.0
19,서울 종로구,경복궁 -> 창덕궁 -> 운현궁,3,2949,1017,0,7,0.0
20,서울 종로구,경복궁 -> 창덕궁 -> 인왕산 수성동계곡,3,5399,1390,0,8,0.0
21,서울 종로구,경복궁 -> 창덕궁 -> 다이나믹메이즈 서울인사동점,3,3454,1105,0,9,0.0
22,서울 종로구,경복궁 -> 창덕궁 -> 백사실계곡,3,7842,1563,0,11,0.0
23,서울 종로구,경복궁 -> 창덕궁 -> 이화동 벽화마을,3,5221,1451,0,9,0.0
24,서울 종로구,경복궁 -> 북촌한옥마을 -> 창덕궁,3,3800,1005,0,6,0.0
25,서울 종로구,경복궁 -> 북촌한옥마을 -> 창경궁,3,5541,1338,0,6,0.0
26,서울 종로구,경복궁 -> 북촌한옥마을 -> 광화문,3,4657,1080,0,5,0.0
27,서울 종로구,경복궁 -> 북촌한옥마을 -> 광화문광장,3,4869,1274,0,6,0.0
28,서울 종로구,경복궁 -> 북촌한옥마을 -> 청계천,3,6251,1609,0,7,0.0
29,서울 종로구,경복궁 -> 북촌한옥마을 -> 종묘,3,4595,1167,0,4,0.0
30,서울 종로구,경복궁 -> 북촌한옥마을 -> 청와대 사랑채,3,4735,1047,0,6,0.0
31,서울 종로구,경복궁 -> 북촌한옥마을 -> 쌈지길,3,4922,1218,0,6,0.0
32,서울 종로구,경복궁 -> 북촌한옥마을 -> 흥인지문,3,6251,1476,0,4,0.0
33,서울 종로구,경복궁 -> 북촌한옥마을 -> 인왕산,3,8767,1704,0,7,0.0
34,서울 종로구,경복궁 -> 북촌한옥마을 -> 익선동한옥거리,3,4133,1142,0,5,0.0
35,서울 종로구,경복궁 -> 북촌한옥마을 -> 북악스카이웨이,3,8403,1553,0,7,0.0
36,서울 종로구,경복궁 -> 북촌한옥마을 -> 석파정,3,7380,1531,0,9,0.0
37,서울 종로구,경복궁 -> 북촌한옥마을 -> 경희궁,3,6007,1542,0,8,0.0
38,서울 종로구,경복궁 -> 북촌한옥마을 -> 인사동 문화의거리,3,3913,1086,0,4,0.0
39,서울 종로구,경복궁 -> 북촌한옥마을 -> 북한산둘레길 6구간평창마을길,3,9489,1773,0,9,0.0
40,서울 종로구,경복궁 -> 북촌한옥마을 -> 창덕궁 후원,3,3800,1005,0,6,0.0
41,서울 종로구,경복궁 -> 북촌한옥마을 -> 서촌한옥마을,3,5341,1170,0,8,0.0
42,서울 종로구,경복궁 -> 북촌한옥마을 -> 운현궁,3,3717,1094,0,4,0.0
43,서울 종로구,경복궁 -> 북촌한옥마을 -> 인왕산 수성동계곡,3,6040,1414,0,9,0.0
44,서울 종로구,경복궁 -> 북촌한옥마을 -> 다이나믹메이즈 서울인사동점,3,4222,1180,0,5,0.0
45,서울 종로구,경복궁 -> 북촌한옥마을 -> 백사실계곡,3,7808,1466,0,10,0.0
46,서울 종로구,경복궁 -> 북촌한옥마을 -> 이화동 벽화마을,3,5989,1521,0,5,0.0
47,서울 종로구,경복궁 -> 창경궁 -> 창덕궁,3,4461,806,0,6,0.0
48,서울 종로구,경복궁 -> 창경궁 -> 북촌한옥마을,3,7185,1404,0,9,0.0
49,서울 종로구,경복궁 -> 창경궁 -> 광화문,3,5599,1021,0,4,0.0
50,서울 종로구,경복궁 -> 창경궁 -> 광화문광장,3,5811,1218,0,5,0.0
51,서울 종로구,경복궁 -> 창경궁 -> 청계천,3,7193,1513,0,7,0.0
52,서울 종로구,경복궁 -> 창경궁 -> 종묘,3,5713,1079,0,6,0.0
53,서울 종로구,경복궁 -> 창경궁 -> 청와대 사랑채,3,6433,1239,0,8,0.0
54,서울 종로구,경복궁 -> 창경궁 -> 쌈지길,3,5542,1128,0,5,0.0
55,서울 종로구,경복궁 -> 창경궁 -> 흥인지문,3,5327,1084,0,4,0.0
56,서울 종로구,경복궁 -> 창경궁 -> 인왕산,3,9709,1644,0,6,0.0
57,서울 종로구,경복궁 -> 창경궁 -> 익선동한옥거리,3,5251,1054,0,7,0.0
58,서울 종로구,경복궁 -> 창경궁 -> 북악스카이웨이,3,10101,1748,0,9,0.0
59,서울 종로구,경복궁 -> 창경궁 -> 석파정,3,9300,1636,0,8,0.0
60,서울 종로구,경복궁 -> 창경궁 -> 경희궁,3,6949,1484,0,7,0.0
61,서울 종로구,경복궁 -> 창경궁 -> 인사동 문화의거리,3,5031,998,0,6,0.0
62,서울 종로구,경복궁 -> 창경궁 -> 북한산둘레길 6구간평창마을길,3,11409,1868,0,8,0.0
63,서울 종로구,경복궁 -> 창경궁 -> 서촌한옥마을,3,6346,1199,0,7,0.0
64,서울 종로구,경복궁 -> 창경궁 -> 운현궁,3,4835,1027,0,5,0.0
65,서울 종로구,경복궁 -> 창경궁 -> 인왕산 수성동계곡,3,7285,1419,0,6,0.0
66,서울 종로구,경복궁 -> 창경궁 -> 다이나믹메이즈 서울인사동점,3,5340,1138,0,7,0.0
67,서울 종로구,경복궁 -> 창경궁 -> 백사실계곡,3,9728,1643,0,9,0.0
68,서울 종로구,경복궁 -> 창경궁 -> 이화동 벽화마을,3,4843,1101,0,5,0.0
69,서울 종로구,경복궁 -> 광화문 -> 창덕궁,3,3457,1216,0,7,0.0
70,서울 종로구,경복궁 -> 광화문 -> 북촌한옥마을,3,4056,1118,0,6,0.0
71,서울 종로구,경복궁 -> 광화문 -> 창경궁,3,4170,1097,0,5,0.0
72,서울 종로구,경복궁 -> 광화문 -> 광화문광장,3,1836,760,0,4,0.0
73,서울 종로구,경복궁 -> 광화문 -> 청계천,3,3218,1087,0,5,0.0
74,서울 종로구,경복궁 -> 광화문 -> 종묘,3,3224,909,0,4,0.0
75,서울 종로구,경복궁 -> 광화문 -> 청와대 사랑채,3,2516,800,0,6,0.0
76,서울 종로구,경복궁 -> 광화문 -> 쌈지길,3,2331,829,0,4,0.0
77,서울 종로구,경복궁 -> 광화문 -> 흥인지문,3,5110,1326,0,5,0.0
78,서울 종로구,경복궁 -> 광화문 -> 인왕산,3,5240,1112,0,5,0.0
79,서울 종로구,경복궁 -> 광화문 -> 익선동한옥거리,3,3002,996,0,6,0.0
80,서울 종로구,경복궁 -> 광화문 -> 북악스카이웨이,3,5943,1163,0,7,0.0
81,서울 종로구,경복궁 -> 광화문 -> 석파정,3,4831,1090,0,7,0.0
82,서울 종로구,경복궁 -> 광화문 -> 경희궁,3,3114,882,0,7,0.0
83,서울 종로구,경복궁 -> 광화문 -> 인사동 문화의거리,3,2782,940,0,5,0.0
84,서울 종로구,경복궁 -> 광화문 -> 북한산둘레길 6구간평창마을길,3,6940,1322,0,7,0.0
85,서울 종로구,경복궁 -> 광화문 -> 창덕궁 후원,3,3457,1216,0,7,0.0
86,서울 종로구,경복궁 -> 광화문 -> 서촌한옥마을,3,1877,625,0,6,0.0
87,서울 종로구,경복궁 -> 광화문 -> 운현궁,3,2586,946,0,4,0.0
88,서울 종로구,경복궁 -> 광화문 -> 인왕산 수성동계곡,3,2816,835,0,5,0.0
89,서울 종로구,경복궁 -> 광화문 -> 다이나믹메이즈 서울인사동점,3,3091,1045,0,6,0.0
90,서울 종로구,경복궁 -> 광화문 -> 백사실계곡,3,5259,1026,0,8,0.0
91,서울 종로구,경복궁 -> 광화문 -> 이화동 벽화마을,3,4618,1289,0,4,0.0
92,서울 종로구,경복궁 -> 광화문광장 -> 창덕궁,3,3673,1229,0,9,0.0
93,서울 종로구,경복궁 -> 광화문광장 -> 북촌한옥마을,3,4448,1174,0,6,0.0
94,서울 종로구,경복궁 -> 광화문광장 -> 창경궁,3,4549,1159,0,7,0.0
95,서울 종로구,경복궁 -> 광화문광장 -> 광화문,3,2308,805,0,6,0.0
96,서울 종로구,경복궁 -> 광화문광장 -> 청계천,3,2142,649,0,2,0.0
97,서울 종로구,경복궁 -> 광화문광장 -> 종묘,3,3603,971,0,5,0.0
98,서울 종로구,경복궁 -> 광화문광장 -> 청와대 사랑채,3,3249,970,0,7,0.0
99,서울 종로구,경복궁 -> 광화문광장 -> 쌈지길,3,2710,891,0,5,0.0
100,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 창경궁,4,7860,2147,0,13,0.0
101,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 광화문,4,6976,1804,0,12,0.0
102,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 광화문광장,4,7188,1949,0,13,0.0
103,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 청계천,4,8570,2275,0,14,0.0
104,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 종묘,4,6914,1959,0,11,0.0
105,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 청와대 사랑채,4,7054,1787,0,13,0.0
106,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 쌈지길,4,7241,1942,0,13,0.0
107,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 흥인지문,4,8570,2297,0,11,0.0
108,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 인왕산,4,11086,2469,0,14,0.0
109,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 익선동한옥거리,4,6452,1936,0,12,0.0
110,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 북악스카이웨이,4,10722,2290,0,14,0.0
111,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 석파정,4,9699,2286,0,16,0.0
112,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 경희궁,4,8326,2186,0,15,0.0
113,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 인사동 문화의거리,4,6232,1881,0,11,0.0
114,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 북한산둘레길 6구간평창마을길,4,11808,2521,0,16,0.0
115,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 창덕궁 후원,4,6119,1740,0,13,0.0
116,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 서촌한옥마을,4,7660,1912,0,15,0.0
117,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 운현궁,4,6036,1887,0,11,0.0
118,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 인왕산 수성동계곡,4,8359,2156,0,16,0.0
119,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 다이나믹메이즈 서울인사동점,4,6541,1986,0,12,0.0
120,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 백사실계곡,4,10127,2218,0,17,0.0
121,서울 종로구,경복궁 -> 창덕궁 -> 북촌한옥마을 -> 이화동 벽화마을,4,8308,2339,0,12,0.0
122,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 북촌한옥마을,4,8864,2060,0,16,0.0
123,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 광화문,4,7278,1699,0,11,0.0
124,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 광화문광장,4,7490,1869,0,12,0.0
125,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 청계천,4,8872,2216,0,14,0.0
126,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 종묘,4,7392,1746,0,13,0.0
127,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 청와대 사랑채,4,8112,1897,0,15,0.0
128,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 쌈지길,4,7221,1804,0,12,0.0
129,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 흥인지문,4,7006,1765,0,11,0.0
130,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 인왕산,4,11388,2362,0,13,0.0
131,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 익선동한옥거리,4,6930,1723,0,14,0.0
132,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 북악스카이웨이,4,11780,2401,0,16,0.0
133,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 석파정,4,10979,2351,0,15,0.0
134,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 경희궁,4,8628,2104,0,14,0.0
135,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 인사동 문화의거리,4,6710,1667,0,13,0.0
136,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 북한산둘레길 6구간평창마을길,4,13088,2583,0,15,0.0
137,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 서촌한옥마을,4,8025,1873,0,14,0.0
138,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 운현궁,4,6514,1672,0,12,0.0
139,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 인왕산 수성동계곡,4,8964,2084,0,13,0.0
140,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 다이나믹메이즈 서울인사동점,4,7019,1774,0,14,0.0
141,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 백사실계곡,4,11407,2279,0,16,0.0
142,서울 종로구,경복궁 -> 창덕궁 -> 창경궁 -> 이화동 벽화마을,4,6522,1737,0,12,0.0
143,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 북촌한옥마을,4,6637,1720,0,8,0.0
144,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 창경궁,4,6751,1699,0,7,0.0
145,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 광화문광장,4,4417,1362,0,6,0.0
146,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 청계천,4,5799,1689,0,7,0.0
147,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 종묘,4,5805,1511,0,6,0.0
148,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 청와대 사랑채,4,5097,1402,0,8,0.0
149,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 쌈지길,4,4912,1431,0,6,0.0
150,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 흥인지문,4,7691,1928,0,7,0.0
151,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 인왕산,4,7821,1714,0,7,0.0
152,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 익선동한옥거리,4,5583,1598,0,8,0.0
153,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 북악스카이웨이,4,8524,1765,0,9,0.0
154,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 석파정,4,7412,1692,0,9,0.0
155,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 경희궁,4,5695,1484,0,9,0.0
156,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 인사동 문화의거리,4,5363,1542,0,7,0.0
157,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 북한산둘레길 6구간평창마을길,4,9521,1924,0,9,0.0
158,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 창덕궁 후원,4,6038,1818,0,9,0.0
159,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 서촌한옥마을,4,4458,1227,0,8,0.0
160,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 운현궁,4,5167,1548,0,6,0.0
161,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 인왕산 수성동계곡,4,5397,1437,0,7,0.0
162,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 다이나믹메이즈 서울인사동점,4,5672,1647,0,8,0.0
163,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 백사실계곡,4,7840,1628,0,10,0.0
164,서울 종로구,경복궁 -> 창덕궁 -> 광화문 -> 이화동 벽화마을,4,7199,1891,0,6,0.0
165,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 북촌한옥마을,4,7613,2077,0,11,0.0
166,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 창경궁,4,7714,2062,0,12,0.0
167,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 광화문,4,5473,1708,0,11,0.0
168,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 청계천,4,5307,1552,0,7,0.0
169,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 종묘,4,6768,1874,0,10,0.0
170,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 청와대 사랑채,4,6414,1873,0,12,0.0
171,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 쌈지길,4,5875,1794,0,10,0.0
172,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 흥인지문,4,7516,1964,0,8,0.0
173,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 인왕산,4,8717,2103,0,9,0.0
174,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 익선동한옥거리,4,6546,1960,0,13,0.0
175,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 북악스카이웨이,4,10470,2342,0,11,0.0
176,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 석파정,4,8496,2199,0,13,0.0
177,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 경희궁,4,5063,1455,0,8,0.0
178,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 인사동 문화의거리,4,6326,1905,0,12,0.0
179,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 북한산둘레길 6구간평창마을길,4,10605,2430,0,13,0.0
180,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 창덕궁 후원,4,6838,2129,0,14,0.0
181,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 서촌한옥마을,4,5542,1722,0,12,0.0
182,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 운현궁,4,6130,1911,0,11,0.0
183,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 인왕산 수성동계곡,4,6481,1931,0,11,0.0
184,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 다이나믹메이즈 서울인사동점,4,6187,2027,0,11,0.0
185,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 백사실계곡,4,9274,2033,0,15,0.0
186,서울 종로구,경복궁 -> 창덕궁 -> 광화문광장 -> 이화동 벽화마을,4,8471,2116,0,12,0.0
187,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 북촌한옥마을,4,8801,2304,0,12,0.0
188,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 창경궁,4,8842,2137,0,12,0.0
189,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 광화문,4,6665,1960,0,12,0.0
190,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 광화문광장,4,6877,1904,0,11,0.0
191,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 종묘,4,7896,1949,0,10,0.0
192,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 청와대 사랑채,4,8049,2143,0,11,0.0
193,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 쌈지길,4,7003,1875,0,9,0.0
194,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 흥인지문,4,8519,2037,0,10,0.0
195,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 인왕산,4,10591,2443,0,12,0.0
196,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 익선동한옥거리,4,7035,1960,0,11,0.0
197,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 북악스카이웨이,4,11478,2683,0,16,0.0
198,서울 종로구,경복궁 -> 창덕궁 -> 청계천 -> 석파정,4,10366,2615,0,16,0.0
199,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 송정해수욕장,3,7168,1273,0,11,0.0
200,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 동백섬,3,4901,1074,0,10,0.0
201,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대블루라인파크 청사포정거장,3,4670,940,0,8,0.0
202,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 청사포다릿돌전망대,3,4960,998,0,8,0.0
203,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 부산엑스더스카이,3,2076,456,0,5,0.0
204,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대블루라인파크 송정정거장,3,6307,1102,0,10,0.0
205,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 클럽디오아시스,3,2735,749,0,10,0.0
206,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해리단길,3,4436,1094,0,8,0.0
207,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대수목원,3,16113,2997,0,14,0.0
208,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대달맞이길,3,3808,798,0,7,0.0
209,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대 영화의거리,3,5474,1216,0,10,0.0
210,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해파랑길 2코스,3,7152,1317,0,8,0.0
211,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대블루라인파크 스카이캡슐,3,4723,941,0,9,0.0
212,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 문탠로드,3,2898,623,0,7,0.0
213,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 청사포몽돌해변,3,4942,998,0,8,0.0
214,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 동백섬 누리마루전망대,3,4901,1074,0,10,0.0
215,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대 이벤트광장,3,3949,928,0,12,0.0
216,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해월정,3,3434,694,0,7,0.0
217,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해월전망대,3,3471,699,0,7,0.0
218,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 갈맷길 2코스1구간,3,3831,897,0,8,0.0
219,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 할매탕,3,3015,743,0,10,0.0
220,부산 해운대구,해운대해수욕장 -> 해운대블루라인파크 미포정거장 -> 해운대블루라인파크 구덕포 간이역,3,7632,1304,0,12,0.0
221,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대블루라인파크 미포정거장,3,12402,2036,0,11,0.0
222,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 동백섬,3,12683,2318,0,10,0.0
223,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대블루라인파크 청사포정거장,3,10493,1687,0,7,0.0
224,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 청사포다릿돌전망대,3,10783,1745,0,7,0.0
225,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 부산엑스더스카이,3,12100,1957,0,10,0.0
226,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대블루라인파크 송정정거장,3,6139,1086,0,7,0.0
227,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 클럽디오아시스,3,12213,1978,0,10,0.0
228,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해리단길,3,11588,2059,0,7,0.0
229,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대수목원,3,23661,3554,0,13,0.0
230,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대달맞이길,3,9413,1484,0,6,0.0
231,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대 영화의거리,3,16016,2443,0,8,0.0
232,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해파랑길 2코스,3,6292,1101,0,4,0.0
233,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대블루라인파크 스카이캡슐,3,10546,1688,0,8,0.0
234,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 문탠로드,3,10955,1678,0,6,0.0
235,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 청사포몽돌해변,3,10765,1745,0,7,0.0
236,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 동백섬 누리마루전망대,3,12683,2317,0,10,0.0
237,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대 이벤트광장,3,11731,2172,0,12,0.0
238,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해월정,3,10419,1610,0,6,0.0
239,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해월전망대,3,10383,1606,0,6,0.0
240,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 갈맷길 2코스1구간,3,11613,2143,0,8,0.0
241,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 할매탕,3,10797,1982,0,10,0.0
242,부산 해운대구,해운대해수욕장 -> 송정해수욕장 -> 해운대블루라인파크 구덕포 간이역,3,6785,1143,0,4,0.0
243,부산 해운대구,해운대해수욕장 -> 동백섬 -> 해운대블루라인파크 미포정거장,3,5797,1165,0,9,0.0
244,부산 해운대구,해운대해수욕장 -> 동백섬 -> 송정해수욕장,3,9658,1716,0,8,0.0
245,부산 해운대구,해운대해수욕장 -> 동백섬 -> 해운대블루라인파크 청사포정거장,3,7726,1473,0,7,0.0
246,부산 해운대구,해운대해수욕장 -> 동백섬 -> 청사포다릿돌전망대,3,8016,1531,0,7,0.0
247,부산 해운대구,해운대해수욕장 -> 동백섬 -> 부산엑스더스카이,3,5495,1089,0,8,0.0
248,부산 해운대구,해운대해수욕장 -> 동백섬 -> 해운대블루라인파크 송정정거장,3,8797,1542,0,7,0.0
249,부산 해운대구,해운대해수욕장 -> 동백섬 -> 클럽디오아시스,3,4919,994,0,4,0.0
250,부산 해운대구,해운대해수욕장 -> 동백섬 -> 해리단길,3,4631,1066,0,5,0.0
